id,order_id,product_id,quantity,unit_price,updated_at
177,62,E13,1,84.38,2025-06-12 02:02:20
178,62,D22,4,56.14,2025-06-12 02:02:20
175,62,C01,4,80.32,2025-06-12 02:02:20
176,62,H77,4,112.99,2025-06-12 02:02:20
177,62,E13,1,84.38,2025-06-12 02:02:20
178,62,D22,4,56.14,2025-06-12 02:02:20
179,63,E13,2,116.34,2025-06-09 18:32:28
180,63,H77,1,81.22,2025-06-09 18:32:28
181,63,A12,1,95.48,2025-06-09 18:32:28
182,63,D22,2,95.5,2025-06-09 18:32:28
179,63,E13,2,116.34,2025-06-09 18:32:28
180,63,H77,1,81.22,2025-06-09 18:32:28
181,63,A12,1,95.48,2025-06-09 18:32:28
182,63,D22,2,95.5,2025-06-09 18:32:28
183,64,A12,3,103.72,2025-06-04 06:11:54
184,64,C01,2,67.12,2025-06-04 06:11:54
185,64,C01,1,81.02,2025-06-04 06:11:54
186,64,A12,2,6.71,2025-06-04 06:11:54
187,64,D22,3,6.81,2025-06-04 06:11:54
183,64,A12,3,103.72,2025-06-04 06:11:54
184,64,C01,2,67.12,2025-06-04 06:11:54
185,64,C01,1,81.02,2025-06-04 06:11:54
186,64,A12,2,6.71,2025-06-04 06:11:54
187,64,D22,3,6.81,2025-06-04 06:11:54
188,65,F99,1,56.98,2025-04-17 09:12:06
189,65,D22,1,88.63,2025-04-17 09:12:06
190,65,E13,4,78.98,2025-04-17 09:12:06
191,65,A12,1,119.84,2025-04-17 09:12:06
188,65,F99,1,56.98,2025-04-17 09:12:06
189,65,D22,1,88.63,2025-04-17 09:12:06
190,65,E13,4,78.98,2025-04-17 09:12:06
191,65,A12,1,119.84,2025-04-17 09:12:06
188,65,F99,1,56.98,2025-04-17 09:12:06
189,65,D22,1,88.63,2025-04-17 09:12:06
190,65,E13,4,78.98,2025-04-17 09:12:06
191,65,A12,1,119.84,2025-04-17 09:12:06
192,66,E13,3,48.8,2025-04-30 05:17:08
193,66,E13,4,63.14,2025-04-30 05:17:08
192,66,E13,3,48.8,2025-04-30 05:17:08
193,66,E13,4,63.14,2025-04-30 05:17:08
194,67,D22,4,43.98,2025-05-12 19:04:48
195,67,H77,4,52.84,2025-05-12 19:04:48
196,67,B44,3,54.08,2025-05-12 19:04:48
197,67,E13,3,114.66,2025-05-12 19:04:48
194,67,D22,4,43.98,2025-05-12 19:04:48
195,67,H77,4,52.84,2025-05-12 19:04:48
196,67,B44,3,54.08,2025-05-12 19:04:48
197,67,E13,3,114.66,2025-05-12 19:04:48
198,68,F99,2,68.98,2025-04-19 10:29:01
198,68,F99,2,68.98,2025-04-19 10:29:01
199,69,A12,3,74.05,2025-06-20 06:30:25
200,69,F99,1,71.46,2025-06-20 06:30:25
201,69,D22,2,80.52,2025-06-20 06:30:25
202,69,D22,1,45.26,2025-06-20 06:30:25
199,69,A12,3,74.05,2025-06-20 06:30:25
200,69,F99,1,71.46,2025-06-20 06:30:25
201,69,D22,2,80.52,2025-06-20 06:30:25
202,69,D22,1,45.26,2025-06-20 06:30:25
203,70,A12,3,8.33,2025-06-23 14:48:31
204,70,E13,3,110.98,2025-06-23 14:48:31
205,70,F99,1,25.86,2025-06-23 14:48:31
206,70,C01,4,13.0,2025-06-23 14:48:31
207,70,A12,1,90.8,2025-06-23 14:48:31
203,70,A12,3,8.33,2025-06-23 14:48:31
204,70,E13,3,110.98,2025-06-23 14:48:31
205,70,F99,1,25.86,2025-06-23 14:48:31
206,70,C01,4,13.0,2025-06-23 14:48:31
207,70,A12,1,90.8,2025-06-23 14:48:31
208,71,B44,1,22.89,2025-05-31 19:20:07
209,71,A12,1,36.29,2025-05-31 19:20:07
210,71,G88,4,74.81,2025-05-31 19:20:07
211,71,G88,3,29.79,2025-05-31 19:20:07
212,71,B44,3,54.44,2025-05-31 19:20:07
208,71,B44,1,22.89,2025-05-31 19:20:07
209,71,A12,1,36.29,2025-05-31 19:20:07
210,71,G88,4,74.81,2025-05-31 19:20:07
211,71,G88,3,29.79,2025-05-31 19:20:07
212,71,B44,3,54.44,2025-05-31 19:20:07
213,72,A12,1,28.51,2025-04-10 03:39:36
214,72,D22,2,92.88,2025-04-10 03:39:36
215,72,E13,3,18.8,2025-04-10 03:39:36
216,72,H77,4,25.2,2025-04-10 03:39:36
213,72,A12,1,28.51,2025-04-10 03:39:36
214,72,D22,2,92.88,2025-04-10 03:39:36
215,72,E13,3,18.8,2025-04-10 03:39:36
216,72,H77,4,25.2,2025-04-10 03:39:36
217,73,G88,1,57.87,2025-04-15 08:53:46
217,73,G88,1,57.87,2025-04-15 08:53:46
218,74,G88,1,116.11,2025-06-21 09:35:41
218,74,G88,1,116.11,2025-06-21 09:35:41
219,75,D22,4,72.72,2025-04-18 06:42:54
219,75,D22,4,72.72,2025-04-18 06:42:54
220,76,B44,2,109.18,2025-06-04 19:12:44
220,76,B44,2,109.18,2025-06-04 19:12:44
221,77,C01,1,25.37,2025-05-10 11:21:11
222,77,H77,4,91.76,2025-05-10 11:21:11
223,77,H77,3,104.39,2025-05-10 11:21:11
224,77,F99,2,55.57,2025-05-10 11:21:11
225,77,H77,4,77.61,2025-05-10 11:21:11
221,77,C01,1,25.37,2025-05-10 11:21:11
222,77,H77,4,91.76,2025-05-10 11:21:11
223,77,H77,3,104.39,2025-05-10 11:21:11
224,77,F99,2,55.57,2025-05-10 11:21:11
225,77,H77,4,77.61,2025-05-10 11:21:11
221,77,C01,1,25.37,2025-05-10 11:21:11
222,77,H77,4,91.76,2025-05-10 11:21:11
223,77,H77,3,104.39,2025-05-10 11:21:11
224,77,F99,2,55.57,2025-05-10 11:21:11
225,77,H77,4,77.61,2025-05-10 11:21:11
226,78,B44,1,75.73,2025-04-12 06:07:36
227,78,G88,4,71.74,2025-04-12 06:07:36
228,78,A12,4,109.54,2025-04-12 06:07:36
226,78,B44,1,75.73,2025-04-12 06:07:36
227,78,G88,4,71.74,2025-04-12 06:07:36
228,78,A12,4,109.54,2025-04-12 06:07:36
229,79,B44,3,117.97,2025-04-30 19:03:48
230,79,B44,2,9.5,2025-04-30 19:03:48
231,79,H77,4,65.27,2025-04-30 19:03:48
232,79,C01,3,47.88,2025-04-30 19:03:48
229,79,B44,3,117.97,2025-04-30 19:03:48
230,79,B44,2,9.5,2025-04-30 19:03:48
231,79,H77,4,65.27,2025-04-30 19:03:48
232,79,C01,3,47.88,2025-04-30 19:03:48
233,80,B44,4,37.68,2025-06-05 01:34:44
234,80,C01,3,14.37,2025-06-05 01:34:44
235,80,C01,3,40.68,2025-06-05 01:34:44
233,80,B44,4,37.68,2025-06-05 01:34:44
234,80,C01,3,14.37,2025-06-05 01:34:44
235,80,C01,3,40.68,2025-06-05 01:34:44
236,81,F99,2,82.06,2025-05-31 04:45:22
237,81,B44,4,63.48,2025-05-31 04:45:22
238,81,A12,3,40.52,2025-05-31 04:45:22
239,81,D22,3,113.98,2025-05-31 04:45:22
236,81,F99,2,82.06,2025-05-31 04:45:22
237,81,B44,4,63.48,2025-05-31 04:45:22
238,81,A12,3,40.52,2025-05-31 04:45:22
239,81,D22,3,113.98,2025-05-31 04:45:22
240,82,A12,3,105.79,2025-04-24 03:21:00
