id,customer_id,created_at,updated_at,shipping_country,status
61,1209,2025-04-23 15:44:57,2025-04-23 23:44:57,DE,shipped
62,1232,2025-06-12 01:02:20,2025-06-12 01:02:20,BE,open
62,1232,2025-06-12 01:02:20,2025-06-12 02:02:20,BE,shipped
63,1188,2025-06-09 15:32:28,2025-06-09 15:32:28,FR,open
63,1188,2025-06-09 15:32:28,2025-06-09 18:32:28,FR,shipped
64,1119,2025-06-03 19:11:54,2025-06-03 19:11:54,DE,open
64,1119,2025-06-03 19:11:54,2025-06-04 06:11:54,DE,shipped
65,1058,2025-04-13 08:12:06,2025-04-13 08:12:06,ES,open
65,1058,2025-04-13 08:12:06,2025-04-13 18:12:06,ES,shipped
65,1058,2025-04-13 08:12:06,2025-04-17 09:12:06,ES,shipped
66,1164,2025-04-29 19:17:08,2025-04-29 19:17:08,FR,open
66,1164,2025-04-29 19:17:08,2025-04-30 05:17:08,FR,shipped
67,1282,2025-05-12 18:04:48,2025-05-12 18:04:48,ES,open
67,1282,2025-05-12 18:04:48,2025-05-12 19:04:48,ES,pending_payment
68,1043,2025-04-19 02:29:01,2025-04-19 02:29:01,ES,open
68,1043,2025-04-19 02:29:01,2025-04-19 10:29:01,ES,shipped
69,1062,2025-06-19 18:30:25,2025-06-19 18:30:25,IT,open
69,1062,2025-06-19 18:30:25,2025-06-20 06:30:25,IT,shipped
70,1115,2025-06-23 07:48:31,2025-06-23 07:48:31,BE,open
70,1115,2025-06-23 07:48:31,2025-06-23 14:48:31,BE,shipped
71,1189,2025-05-31 12:20:07,2025-05-31 12:20:07,IT,open
71,1189,2025-05-31 12:20:07,2025-05-31 19:20:07,IT,shipped
72,1157,2025-04-09 19:39:36,2025-04-09 19:39:36,DE,open
72,1157,2025-04-09 19:39:36,2025-04-10 03:39:36,DE,shipped
73,1181,2025-04-14 23:53:46,2025-04-14 23:53:46,ES,open
73,1181,2025-04-14 23:53:46,2025-04-15 08:53:46,ES,shipped
74,1207,2025-06-21 02:35:41,2025-06-21 02:35:41,IT,open
74,1207,2025-06-21 02:35:41,2025-06-21 09:35:41,IT,shipped
75,1185,2025-04-18 02:42:54,2025-04-18 02:42:54,ES,open
75,1185,2025-04-18 02:42:54,2025-04-18 06:42:54,ES,shipped
76,1113,2025-06-04 16:12:44,2025-06-04 16:12:44,DE,open
76,1113,2025-06-04 16:12:44,2025-06-04 19:12:44,DE,shipped
77,1131,2025-05-09 07:21:11,2025-05-09 07:21:11,DE,open
77,1131,2025-05-09 07:21:11,2025-05-09 07:21:11,DE,shipped
77,1131,2025-05-09 07:21:11,2025-05-10 11:21:11,DE,shipped
78,1019,2025-04-12 01:07:36,2025-04-12 01:07:36,IT,open
78,1019,2025-04-12 01:07:36,2025-04-12 06:07:36,IT,shipped
79,1256,2025-04-30 07:03:48,2025-04-30 07:03:48,FR,open
79,1256,2025-04-30 07:03:48,2025-04-30 19:03:48,FR,shipped
80,1026,2025-06-04 23:34:44,2025-06-04 23:34:44,FR,open
80,1026,2025-06-04 23:34:44,2025-06-05 01:34:44,FR,shipped
81,1043,2025-05-31 02:45:22,2025-05-31 02:45:22,BE,open
81,1043,2025-05-31 02:45:22,2025-05-31 04:45:22,BE,shipped
82,1151,2025-04-20 15:21:00,2025-04-20 15:21:00,BE,open
82,1151,2025-04-20 15:21:00,2025-04-20 18:21:00,BE,shipped
82,1151,2025-04-20 15:21:00,2025-04-24 03:21:00,BE,shipped
83,1099,2025-06-11 10:15:47,2025-06-11 10:15:47,BE,open
83,1099,2025-06-11 10:15:47,2025-06-11 11:15:47,BE,shipped
84,1082,2025-05-23 23:17:58,2025-05-23 23:17:58,ES,open
84,1082,2025-05-23 23:17:58,2025-05-24 10:17:58,ES,shipped
85,1074,2025-04-27 17:15:38,2025-04-27 17:15:38,FR,open
85,1074,2025-04-27 17:15:38,2025-04-28 04:15:38,FR,shipped
85,1074,2025-04-27 17:15:38,2025-05-01 18:15:38,FR,shipped
86,1121,2025-05-29 11:27:58,2025-05-29 11:27:58,FR,open
86,1121,2025-05-29 11:27:58,2025-05-29 12:27:58,FR,shipped
87,1255,2025-07-14 02:11:30,2025-07-14 02:11:30,FR,open
87,1255,2025-07-14 02:11:30,2025-07-14 07:11:30,FR,shipped
88,1008,2025-06-09 08:10:41,2025-06-09 08:10:41,FR,open
88,1008,2025-06-09 08:10:41,2025-06-09 18:10:41,FR,shipped
89,1069,2025-04-13 06:04:11,2025-04-13 06:04:11,ES,open
89,1069,2025-04-13 06:04:11,2025-04-13 11:04:11,ES,shipped
90,1263,2025-06-17 07:51:30,2025-06-17 07:51:30,BE,open
90,1263,2025-06-17 07:51:30,2025-06-17 12:51:30,BE,shipped
90,1263,2025-06-17 07:51:30,2025-06-21 18:51:30,BE,shipped
91,1265,2025-05-22 19:00:30,2025-05-22 19:00:30,FR,open
91,1265,2025-05-22 19:00:30,2025-05-23 00:00:30,FR,shipped
92,1180,2025-06-24 10:58:10,2025-06-24 10:58:10,IT,open
92,1180,2025-06-24 10:58:10,2025-06-24 10:58:10,IT,shipped
92,1180,2025-06-24 10:58:10,2025-06-29 20:58:10,IT,shipped
93,1017,2025-04-25 12:16:28,2025-04-25 12:16:28,FR,open
93,1017,2025-04-25 12:16:28,2025-04-25 19:16:28,FR,shipped
93,1017,2025-04-25 12:16:28,2025-04-30 14:16:28,FR,shipped
94,1203,2025-06-01 01:08:32,2025-06-01 01:08:32,IT,open
94,1203,2025-06-01 01:08:32,2025-06-01 12:08:32,IT,shipped
95,1146,2025-07-05 09:09:31,2025-07-05 09:09:31,DE,open
95,1146,2025-07-05 09:09:31,2025-07-05 10:09:31,DE,shipped
95,1146,2025-07-05 09:09:31,2025-07-08 19:09:31,DE,shipped
96,1033,2025-05-27 09:11:10,2025-05-27 09:11:10,IT,open
96,1033,2025-05-27 09:11:10,2025-05-27 09:11:10,IT,shipped
97,1293,2025-06-11 15:15:02,2025-06-11 15:15:02,ES,open
97,1293,2025-06-11 15:15:02,2025-06-11 17:15:02,ES,shipped
97,1293,2025-06-11 15:15:02,2025-06-13 21:15:02,ES,shipped
98,1028,2025-04-25 02:37:57,2025-04-25 02:37:57,BE,open
98,1028,2025-04-25 02:37:57,2025-04-25 03:37:57,BE,shipped
99,1282,2025-05-24 07:02:04,2025-05-24 07:02:04,DE,open
99,1282,2025-05-24 07:02:04,2025-05-24 17:02:04,DE,shipped
100,1135,2025-05-11 22:26:17,2025-05-11 22:26:17,BE,open
100,1135,2025-05-11 22:26:17,2025-05-12 03:26:17,BE,shipped
101,1160,2025-06-02 00:07:20,2025-06-02 00:07:20,IT,open
101,1160,2025-06-02 00:07:20,2025-06-02 06:07:20,IT,shipped
101,1160,2025-06-02 00:07:20,2025-06-04 05:07:20,IT,shipped
102,1160,2025-05-07 20:41:27,2025-05-07 20:41:27,DE,open
102,1160,2025-05-07 20:41:27,2025-05-08 06:41:27,DE,shipped
103,1146,2025-07-14 05:09:36,2025-07-14 05:09:36,FR,open
103,1146,2025-07-14 05:09:36,2025-07-14 10:09:36,FR,canceled
103,1146,2025-07-14 05:09:36,2025-07-15 14:09:36,FR,shipped
104,1185,2025-05-27 00:58:53,2025-05-27 00:58:53,FR,open
104,1185,2025-05-27 00:58:53,2025-05-27 06:58:53,FR,shipped
105,1023,2025-04-08 13:21:08,2025-04-08 13:21:08,DE,open
105,1023,2025-04-08 13:21:08,2025-04-08 22:21:08,DE,shipped
106,1260,2025-07-13 08:53:00,2025-07-13 08:53:00,ES,open
106,1260,2025-07-13 08:53:00,2025-07-13 20:53:00,ES,shipped
107,1075,2025-05-18 00:43:04,2025-05-18 00:43:04,FR,open
107,1075,2025-05-18 00:43:04,2025-05-18 05:43:04,FR,shipped
108,1235,2025-07-13 12:33:07,2025-07-13 12:33:07,IT,open
108,1235,2025-07-13 12:33:07,2025-07-13 16:33:07,IT,shipped
109,1278,2025-06-13 17:30:11,2025-06-13 17:30:11,ES,open
109,1278,2025-06-13 17:30:11,2025-06-14 01:30:11,ES,shipped
109,1278,2025-06-13 17:30:11,2025-06-15 18:30:11,ES,shipped
110,1122,2025-05-18 01:56:10,2025-05-18 01:56:10,FR,open
110,1122,2025-05-18 01:56:10,2025-05-18 06:56:10,FR,shipped
110,1122,2025-05-18 01:56:10,2025-05-19 13:56:10,FR,pending_payment
111,1293,2025-05-16 02:13:28,2025-05-16 02:13:28,BE,open
111,1293,2025-05-16 02:13:28,2025-05-16 08:13:28,BE,shipped
112,1095,2025-05-27 05:00:49,2025-05-27 05:00:49,FR,open
112,1095,2025-05-27 05:00:49,2025-05-27 15:00:49,FR,shipped
113,1252,2025-04-27 01:25:01,2025-04-27 01:25:01,BE,open
113,1252,2025-04-27 01:25:01,2025-04-27 10:25:01,BE,shipped
113,1252,2025-04-27 01:25:01,2025-05-01 07:25:01,BE,shipped
114,1044,2025-06-17 20:01:05,2025-06-17 20:01:05,FR,open
114,1044,2025-06-17 20:01:05,2025-06-18 01:01:05,FR,shipped
115,1293,2025-04-03 05:17:39,2025-04-03 05:17:39,IT,open
115,1293,2025-04-03 05:17:39,2025-04-03 14:17:39,IT,shipped
115,1293,2025-04-03 05:17:39,2025-04-05 12:17:39,IT,shipped
116,1191,2025-06-20 17:58:51,2025-06-20 17:58:51,BE,open
116,1191,2025-06-20 17:58:51,2025-06-21 02:58:51,BE,shipped
116,1191,2025-06-20 17:58:51,2025-06-22 22:58:51,BE,shipped
117,1226,2025-04-23 13:43:03,2025-04-23 13:43:03,DE,open
117,1226,2025-04-23 13:43:03,2025-04-23 14:43:03,DE,canceled
117,1226,2025-04-23 13:43:03,2025-04-27 00:43:03,DE,pending_payment
118,1030,2025-04-14 09:39:09,2025-04-14 09:39:09,ES,open
118,1030,2025-04-14 09:39:09,2025-04-14 14:39:09,ES,shipped
119,1195,2025-06-27 02:20:04,2025-06-27 02:20:04,ES,open
119,1195,2025-06-27 02:20:04,2025-06-27 12:20:04,ES,shipped
119,1195,2025-06-27 02:20:04,2025-07-01 10:20:04,ES,shipped
120,1117,2025-05-19 01:29:22,2025-05-19 01:29:22,ES,open
120,1117,2025-05-19 01:29:22,2025-05-19 01:29:22,ES,shipped
121,1024,2025-05-18 12:32:37,2025-05-18 12:32:37,FR,open
121,1024,2025-05-18 12:32:37,2025-05-18 15:32:37,FR,shipped
121,1024,2025-05-18 12:32:37,2025-05-21 12:32:37,FR,shipped
122,1089,2025-06-22 22:53:56,2025-06-22 22:53:56,BE,open
122,1089,2025-06-22 22:53:56,2025-06-23 10:53:56,BE,shipped
123,1029,2025-06-20 03:12:59,2025-06-20 03:12:59,ES,open
123,1029,2025-06-20 03:12:59,2025-06-20 06:12:59,ES,shipped
123,1029,2025-06-20 03:12:59,2025-06-23 07:12:59,ES,shipped
124,1007,2025-05-12 03:05:44,2025-05-12 03:05:44,DE,open
124,1007,2025-05-12 03:05:44,2025-05-12 06:05:44,DE,shipped
124,1007,2025-05-12 03:05:44,2025-05-15 09:05:44,DE,shipped
125,1183,2025-05-30 21:21:07,2025-05-30 21:21:07,IT,open
125,1183,2025-05-30 21:21:07,2025-05-31 08:21:07,IT,shipped
126,1133,2025-06-21 02:03:17,2025-06-21 02:03:17,IT,open
126,1133,2025-06-21 02:03:17,2025-06-21 06:03:17,IT,shipped
126,1133,2025-06-21 02:03:17,2025-06-25 13:03:17,IT,shipped
127,1251,2025-06-29 11:37:07,2025-06-29 11:37:07,DE,open
127,1251,2025-06-29 11:37:07,2025-06-29 23:37:07,DE,canceled
128,1070,2025-05-15 22:33:28,2025-05-15 22:33:28,FR,open
128,1070,2025-05-15 22:33:28,2025-05-16 05:33:28,FR,shipped
129,1008,2025-04-02 06:48:56,2025-04-02 06:48:56,BE,open
129,1008,2025-04-02 06:48:56,2025-04-02 12:48:56,BE,shipped
130,1124,2025-05-14 20:34:15,2025-05-14 20:34:15,IT,open
130,1124,2025-05-14 20:34:15,2025-05-14 20:34:15,IT,shipped
131,1087,2025-04-17 01:20:42,2025-04-17 01:20:42,ES,open
131,1087,2025-04-17 01:20:42,2025-04-17 03:20:42,ES,shipped
132,1161,2025-04-04 00:58:19,2025-04-04 00:58:19,DE,open
132,1161,2025-04-04 00:58:19,2025-04-04 05:58:19,DE,shipped
133,1203,2025-06-03 09:01:31,2025-06-03 09:01:31,FR,open
133,1203,2025-06-03 09:01:31,2025-06-03 20:01:31,FR,pending_payment
134,1137,2025-04-30 22:43:18,2025-04-30 22:43:18,ES,open
134,1137,2025-04-30 22:43:18,2025-04-30 23:43:18,ES,shipped
135,1095,2025-06-23 16:30:36,2025-06-23 16:30:36,ES,open
135,1095,2025-06-23 16:30:36,2025-06-23 20:30:36,ES,shipped
136,1074,2025-04-13 06:50:46,2025-04-13 06:50:46,DE,open
136,1074,2025-04-13 06:50:46,2025-04-13 11:50:46,DE,shipped
137,1194,2025-06-03 23:46:32,2025-06-03 23:46:32,ES,open
137,1194,2025-06-03 23:46:32,2025-06-04 08:46:32,ES,shipped
138,1166,2025-06-13 00:32:41,2025-06-13 00:32:41,IT,open
138,1166,2025-06-13 00:32:41,2025-06-13 12:32:41,IT,shipped
138,1166,2025-06-13 00:32:41,2025-06-17 02:32:41,IT,shipped
139,1123,2025-05-20 01:34:55,2025-05-20 01:34:55,DE,open
139,1123,2025-05-20 01:34:55,2025-05-20 03:34:55,DE,shipped
140,1022,2025-06-17 14:21:13,2025-06-17 14:21:13,IT,open
140,1022,2025-06-17 14:21:13,2025-06-17 20:21:13,IT,shipped
141,1043,2025-04-23 12:55:20,2025-04-23 12:55:20,DE,open
141,1043,2025-04-23 12:55:20,2025-04-23 16:55:20,DE,canceled
142,1058,2025-04-05 09:15:15,2025-04-05 09:15:15,IT,open
142,1058,2025-04-05 09:15:15,2025-04-05 17:15:15,IT,shipped
143,1236,2025-05-16 00:31:30,2025-05-16 00:31:30,ES,open
143,1236,2025-05-16 00:31:30,2025-05-16 03:31:30,ES,shipped
144,1032,2025-04-20 18:11:56,2025-04-20 18:11:56,BE,open
144,1032,2025-04-20 18:11:56,2025-04-21 03:11:56,BE,shipped
145,1200,2025-04-23 04:21:36,2025-04-23 04:21:36,IT,open
145,1200,2025-04-23 04:21:36,2025-04-23 15:21:36,IT,shipped
146,1198,2025-06-21 05:08:07,2025-06-21 05:08:07,BE,open
146,1198,2025-06-21 05:08:07,2025-06-21 12:08:07,BE,shipped
147,1183,2025-04-02 20:39:43,2025-04-02 20:39:43,ES,open
147,1183,2025-04-02 20:39:43,2025-04-03 03:39:43,ES,shipped
148,1289,2025-04-06 23:49:16,2025-04-06 23:49:16,DE,open
148,1289,2025-04-06 23:49:16,2025-04-07 04:49:16,DE,shipped
149,1021,2025-06-25 16:55:02,2025-06-25 16:55:02,BE,open
149,1021,2025-06-25 16:55:02,2025-06-25 21:55:02,BE,shipped
150,1044,2025-06-25 06:12:50,2025-06-25 06:12:50,FR,open
150,1044,2025-06-25 06:12:50,2025-06-25 18:12:50,FR,pending_payment
150,1044,2025-06-25 06:12:50,2025-06-28 14:12:50,FR,shipped
151,1275,2025-05-03 16:41:43,2025-05-03 16:41:43,IT,open
151,1275,2025-05-03 16:41:43,2025-05-04 03:41:43,IT,shipped
151,1275,2025-05-03 16:41:43,2025-05-05 18:41:43,IT,shipped
152,1126,2025-06-16 06:07:05,2025-06-16 06:07:05,ES,open
152,1126,2025-06-16 06:07:05,2025-06-16 13:07:05,ES,shipped
152,1126,2025-06-16 06:07:05,2025-06-19 15:07:05,ES,canceled
153,1047,2025-06-29 00:31:42,2025-06-29 00:31:42,IT,open
153,1047,2025-06-29 00:31:42,2025-06-29 04:31:42,IT,shipped
153,1047,2025-06-29 00:31:42,2025-07-02 05:31:42,IT,shipped
154,1066,2025-07-04 05:50:18,2025-07-04 05:50:18,IT,open
154,1066,2025-07-04 05:50:18,2025-07-04 06:50:18,IT,shipped
154,1066,2025-07-04 05:50:18,2025-07-06 12:50:18,IT,shipped
155,1219,2025-05-10 06:52:16,2025-05-10 06:52:16,DE,open
155,1219,2025-05-10 06:52:16,2025-05-10 12:52:16,DE,shipped
156,1048,2025-04-01 05:03:45,2025-04-01 05:03:45,DE,open
156,1048,2025-04-01 05:03:45,2025-04-01 16:03:45,DE,shipped
157,1052,2025-05-31 20:19:25,2025-05-31 20:19:25,IT,open
157,1052,2025-05-31 20:19:25,2025-06-01 02:19:25,IT,shipped
157,1052,2025-05-31 20:19:25,2025-06-04 23:19:25,IT,pending_payment
158,1051,2025-04-28 04:30:30,2025-04-28 04:30:30,FR,open
158,1051,2025-04-28 04:30:30,2025-04-28 08:30:30,FR,shipped
159,1122,2025-07-06 02:20:38,2025-07-06 02:20:38,ES,open
159,1122,2025-07-06 02:20:38,2025-07-06 07:20:38,ES,shipped
160,1067,2025-06-15 02:47:48,2025-06-15 02:47:48,BE,open
160,1067,2025-06-15 02:47:48,2025-06-15 14:47:48,BE,shipped
161,1205,2025-04-17 00:08:29,2025-04-17 00:08:29,BE,open
161,1205,2025-04-17 00:08:29,2025-04-17 07:08:29,BE,shipped
161,1205,2025-04-17 00:08:29,2025-04-18 04:08:29,BE,shipped
162,1089,2025-04-24 04:38:41,2025-04-24 04:38:41,FR,open
162,1089,2025-04-24 04:38:41,2025-04-24 15:38:41,FR,shipped
163,1015,2025-06-05 01:15:52,2025-06-05 01:15:52,ES,open
163,1015,2025-06-05 01:15:52,2025-06-05 03:15:52,ES,shipped
164,1052,2025-04-23 09:29:36,2025-04-23 09:29:36,DE,open
